           Initial parcel potential temperature at   0.35km is:  300.52    K
        Initial parcel water vapor mixing ratio at   0.35km is:    11.8 g/kg
   LFC falls between   1.05 km and   1.75   km
    EL falls between  10.15 km and  10.85   km
 CAPE is    1354.477     J/kg
         k        ht       rvP       thP      thvP  thv_diff
                [km]   [kg/kg]       [K]       [K]       [K]
         2      0.35     11.80    300.52    302.68     -0.57
         3      1.05     11.80    300.52    302.68     -1.68
         4      1.75     10.33    304.44    306.36      0.59
         5      2.45      8.97    308.17    309.85      2.49
         6      3.15      7.65    311.86    313.32      4.21
         7      3.85      6.39    315.46    316.69      5.72
         8      4.55      5.22    318.92    319.94      6.72
         9      5.25      4.14    322.18    323.00      7.35
        10      5.95      3.17    325.18    325.81      7.66
        11      6.65      2.34    327.85    328.32      7.59
        12      7.35      1.64    330.13    330.46      7.08
        13      8.05      1.09    331.98    332.20      6.10
        14      8.75      0.68    333.39    333.53      4.56
        15      9.45      0.40    334.40    334.48      2.58
        16     10.15      0.22    335.06    335.11      0.23
        17     10.85      0.12    335.47    335.49     -2.42
        18     11.55      0.06    335.70    335.71     -5.28
        19     12.25      0.03    335.83    335.83    -11.12
        20     12.95      0.01    335.89    335.89    -22.37
        21     13.65      0.00    335.92    335.92    -34.02
        22     14.35      0.00    335.93    335.93    -46.07
        23     15.05      0.00    335.93    335.93    -58.52
        24     15.75      0.00    335.94    335.94    -71.38
        25     16.45      0.00    335.94    335.94    -84.65
        26     17.15      0.00    335.94    335.94    -98.36
        27     17.85      0.00    335.94    335.94   -112.52
        28     18.55      0.00    335.94    335.94   -127.14
        29     19.25      0.00    335.94    335.94   -142.23
        30     19.95      0.00    335.94    335.94   -157.82
        31     20.65      0.00    335.94    335.94   -173.92
        32     21.35      0.00    335.94    335.94   -190.54
        33     22.05      0.00    335.94    335.94   -207.70
        34     22.75      0.00    335.94    335.94   -225.42
        35     23.45      0.00    335.94    335.94   -243.72
        36     24.15      0.00    335.94    335.94   -262.62
        37     24.85      0.00    335.94    335.94   -282.13
        38     25.55      0.00    335.94    335.94   -302.28
        39     26.25      0.00    335.94    335.94   -323.08
