           Initial parcel potential temperature at   0.35km is:  300.52    K
        Initial parcel water vapor mixing ratio at   0.35km is:     8.3 g/kg
   LFC falls between   3.15 km and   3.85   km
    EL falls between   6.65 km and   7.35   km
 CAPE is    77.81198     J/kg
         k        ht       rvP       thP      thvP  thv_diff
                [km]   [kg/kg]       [K]       [K]       [K]
         2      0.35      8.30    300.52    302.04     -1.21
         3      1.05      8.30    300.52    302.04     -2.32
         4      1.75      8.28    300.56    302.08     -3.68
         5      2.45      6.96    304.17    305.46     -1.90
         6      3.15      5.79    307.45    308.53     -0.57
         7      3.85      4.70    310.60    311.49      0.51
         8      4.55      3.70    313.54    314.25      1.02
         9      5.25      2.81    316.21    316.76      1.11
        10      5.95      2.05    318.57    318.97      0.82
        11      6.65      1.43    320.55    320.83      0.10
        12      7.35      0.95    322.14    322.33     -1.05
        13      8.05      0.59    323.34    323.46     -2.65
        14      8.75      0.35    324.18    324.25     -4.72
        15      9.45      0.19    324.74    324.78     -7.12
        16     10.15      0.10    325.08    325.10     -9.78
        17     10.85      0.05    325.27    325.28    -12.63
        18     11.55      0.02    325.38    325.38    -15.61
        19     12.25      0.01    325.43    325.43    -21.52
        20     12.95      0.00    325.45    325.46    -32.81
        21     13.65      0.00    325.47    325.47    -44.48
        22     14.35      0.00    325.47    325.47    -56.53
        23     15.05      0.00    325.47    325.47    -68.98
        24     15.75      0.00    325.47    325.47    -81.84
        25     16.45      0.00    325.47    325.47    -95.12
        26     17.15      0.00    325.47    325.47   -108.83
        27     17.85      0.00    325.47    325.47   -122.98
        28     18.55      0.00    325.47    325.47   -137.60
        29     19.25      0.00    325.47    325.47   -152.70
        30     19.95      0.00    325.47    325.47   -168.29
        31     20.65      0.00    325.47    325.47   -184.38
        32     21.35      0.00    325.47    325.47   -201.00
        33     22.05      0.00    325.47    325.47   -218.16
        34     22.75      0.00    325.47    325.47   -235.89
        35     23.45      0.00    325.47    325.47   -254.19
        36     24.15      0.00    325.47    325.47   -273.08
        37     24.85      0.00    325.47    325.47   -292.59
        38     25.55      0.00    325.47    325.47   -312.74
        39     26.25      0.00    325.47    325.47   -333.55
