           Initial parcel potential temperature at   0.35km is:  300.52    K
        Initial parcel water vapor mixing ratio at   0.35km is:     8.0 g/kg
   LFC falls between   3.15 km and   3.85   km
    EL falls between   5.95 km and   6.65   km
 CAPE is    27.62153     J/kg
         k        ht       rvP       thP      thvP  thv_diff
                [km]   [kg/kg]       [K]       [K]       [K]
         2      0.35      8.00    300.52    301.98     -1.27
         3      1.05      8.00    300.52    301.98     -2.38
         4      1.75      8.00    300.52    301.98     -3.78
         5      2.45      6.81    303.76    305.03     -2.34
         6      3.15      5.64    307.04    308.10     -1.01
         7      3.85      4.56    310.14    311.01      0.04
         8      4.55      3.58    313.04    313.72      0.50
         9      5.25      2.71    315.66    316.18      0.54
        10      5.95      1.97    317.96    318.34      0.19
        11      6.65      1.37    319.89    320.15     -0.58
        12      7.35      0.90    321.42    321.59     -1.79
        13      8.05      0.56    322.57    322.68     -3.43
        14      8.75      0.33    323.37    323.43     -5.54
        15      9.45      0.18    323.89    323.93     -7.97
        16     10.15      0.09    324.21    324.23    -10.65
        17     10.85      0.05    324.39    324.40    -13.51
        18     11.55      0.02    324.49    324.50    -16.50
        19     12.25      0.01    324.54    324.54    -22.41
        20     12.95      0.00    324.56    324.56    -33.70
        21     13.65      0.00    324.57    324.57    -45.37
        22     14.35      0.00    324.58    324.58    -57.42
        23     15.05      0.00    324.58    324.58    -69.87
        24     15.75      0.00    324.58    324.58    -82.73
        25     16.45      0.00    324.58    324.58    -96.01
        26     17.15      0.00    324.58    324.58   -109.72
        27     17.85      0.00    324.58    324.58   -123.88
        28     18.55      0.00    324.58    324.58   -138.50
        29     19.25      0.00    324.58    324.58   -153.59
        30     19.95      0.00    324.58    324.58   -169.18
        31     20.65      0.00    324.58    324.58   -185.27
        32     21.35      0.00    324.58    324.58   -201.89
        33     22.05      0.00    324.58    324.58   -219.06
        34     22.75      0.00    324.58    324.58   -236.78
        35     23.45      0.00    324.58    324.58   -255.08
        36     24.15      0.00    324.58    324.58   -273.97
        37     24.85      0.00    324.58    324.58   -293.49
        38     25.55      0.00    324.58    324.58   -313.63
        39     26.25      0.00    324.58    324.58   -334.44
