           Initial parcel potential temperature at   0.35km is:  300.52    K
        Initial parcel water vapor mixing ratio at   0.35km is:     8.5 g/kg
   LFC falls between   3.15 km and   3.85   km
    EL falls between   6.65 km and   7.35   km
 CAPE is    118.8783     J/kg
         k        ht       rvP       thP      thvP  thv_diff
                [km]   [kg/kg]       [K]       [K]       [K]
         2      0.35      8.50    300.52    302.08     -1.18
         3      1.05      8.50    300.52    302.08     -2.28
         4      1.75      8.40    300.78    302.33     -3.44
         5      2.45      7.07    304.41    305.72     -1.64
         6      3.15      5.89    307.71    308.82     -0.29
         7      3.85      4.79    310.89    311.80      0.83
         8      4.55      3.78    313.87    314.59      1.37
         9      5.25      2.88    316.58    317.13      1.49
        10      5.95      2.11    318.97    319.38      1.23
        11      6.65      1.48    320.99    321.28      0.55
        12      7.35      0.98    322.62    322.81     -0.57
        13      8.05      0.61    323.85    323.97     -2.13
        14      8.75      0.36    324.72    324.79     -4.18
        15      9.45      0.20    325.30    325.34     -6.56
        16     10.15      0.11    325.65    325.67     -9.21
        17     10.85      0.05    325.85    325.86    -12.05
        18     11.55      0.02    325.96    325.97    -15.03
        19     12.25      0.01    326.02    326.02    -20.93
        20     12.95      0.00    326.04    326.05    -32.22
        21     13.65      0.00    326.06    326.06    -43.88
        22     14.35      0.00    326.06    326.06    -55.94
        23     15.05      0.00    326.06    326.06    -68.39
        24     15.75      0.00    326.06    326.06    -81.25
        25     16.45      0.00    326.06    326.06    -94.52
        26     17.15      0.00    326.06    326.06   -108.24
        27     17.85      0.00    326.06    326.06   -122.39
        28     18.55      0.00    326.06    326.06   -137.01
        29     19.25      0.00    326.06    326.06   -152.11
        30     19.95      0.00    326.06    326.06   -167.69
        31     20.65      0.00    326.06    326.06   -183.79
        32     21.35      0.00    326.06    326.06   -200.41
        33     22.05      0.00    326.06    326.06   -217.57
        34     22.75      0.00    326.06    326.06   -235.29
        35     23.45      0.00    326.06    326.06   -253.59
        36     24.15      0.00    326.06    326.06   -272.49
        37     24.85      0.00    326.06    326.06   -292.00
        38     25.55      0.00    326.06    326.06   -312.15
        39     26.25      0.00    326.06    326.06   -332.95
