           Initial parcel potential temperature at   0.35km is:  300.52    K
        Initial parcel water vapor mixing ratio at   0.35km is:     8.1 g/kg
   LFC falls between   3.15 km and   3.85   km
    EL falls between   5.95 km and   6.65   km
 CAPE is    43.69225     J/kg
         k        ht       rvP       thP      thvP  thv_diff
                [km]   [kg/kg]       [K]       [K]       [K]
         2      0.35      8.10    300.52    302.00     -1.25
         3      1.05      8.10    300.52    302.00     -2.36
         4      1.75      8.10    300.52    302.00     -3.76
         5      2.45      6.86    303.90    305.17     -2.19
         6      3.15      5.69    307.18    308.24     -0.87
         7      3.85      4.61    310.30    311.17      0.20
         8      4.55      3.62    313.21    313.90      0.68
         9      5.25      2.74    315.85    316.38      0.73
        10      5.95      2.00    318.16    318.55      0.40
        11      6.65      1.39    320.11    320.38     -0.35
        12      7.35      0.91    321.66    321.84     -1.54
        13      8.05      0.57    322.82    322.94     -3.17
        14      8.75      0.33    323.64    323.71     -5.27
        15      9.45      0.19    324.17    324.21     -7.69
        16     10.15      0.10    324.50    324.52    -10.36
        17     10.85      0.05    324.69    324.70    -13.22
        18     11.55      0.02    324.79    324.79    -16.20
        19     12.25      0.01    324.84    324.84    -22.11
        20     12.95      0.00    324.86    324.86    -33.40
        21     13.65      0.00    324.87    324.87    -45.07
        22     14.35      0.00    324.88    324.88    -57.13
        23     15.05      0.00    324.88    324.88    -69.58
        24     15.75      0.00    324.88    324.88    -82.43
        25     16.45      0.00    324.88    324.88    -95.71
        26     17.15      0.00    324.88    324.88   -109.42
        27     17.85      0.00    324.88    324.88   -123.58
        28     18.55      0.00    324.88    324.88   -138.20
        29     19.25      0.00    324.88    324.88   -153.29
        30     19.95      0.00    324.88    324.88   -168.88
        31     20.65      0.00    324.88    324.88   -184.98
        32     21.35      0.00    324.88    324.88   -201.60
        33     22.05      0.00    324.88    324.88   -218.76
        34     22.75      0.00    324.88    324.88   -236.48
        35     23.45      0.00    324.88    324.88   -254.78
        36     24.15      0.00    324.88    324.88   -273.68
        37     24.85      0.00    324.88    324.88   -293.19
        38     25.55      0.00    324.88    324.88   -313.34
        39     26.25      0.00    324.88    324.88   -334.14
