           Initial parcel potential temperature at   0.35km is:  300.52    K
        Initial parcel water vapor mixing ratio at   0.35km is:    13.1 g/kg
   LFC falls between   1.05 km and   1.75   km
    EL falls between  10.85 km and  11.55   km
 CAPE is    2058.331     J/kg
         k        ht       rvP       thP      thvP  thv_diff
                [km]   [kg/kg]       [K]       [K]       [K]
         2      0.35     13.10    300.52    302.92     -0.33
         3      1.05     12.69    301.59    303.92     -0.44
         4      1.75     11.15    305.70    307.78      2.02
         5      2.45      9.75    309.53    311.37      4.01
         6      3.15      8.38    313.35    314.96      5.85
         7      3.85      7.07    317.10    318.47      7.50
         8      4.55      5.84    320.74    321.88      8.66
         9      5.25      4.70    324.20    325.12      9.48
        10      5.95      3.66    327.42    328.15     10.00
        11      6.65      2.74    330.34    330.89     10.16
        12      7.35      1.97    332.88    333.28      9.90
        13      8.05      1.34    335.00    335.27      9.17
        14      8.75      0.86    336.66    336.84      7.86
        15      9.45      0.52    337.88    337.99      6.09
        16     10.15      0.29    338.71    338.77      3.89
        17     10.85      0.16    339.24    339.27      1.36
        18     11.55      0.08    339.54    339.56     -1.44
        19     12.25      0.04    339.71    339.72     -7.24
        20     12.95      0.02    339.79    339.80    -18.47
        21     13.65      0.01    339.83    339.83    -30.11
        22     14.35      0.00    339.85    339.85    -42.15
        23     15.05      0.00    339.86    339.86    -54.60
        24     15.75      0.00    339.86    339.86    -67.45
        25     16.45      0.00    339.86    339.86    -80.73
        26     17.15      0.00    339.86    339.86    -94.44
        27     17.85      0.00    339.86    339.86   -108.59
        28     18.55      0.00    339.86    339.86   -123.21
        29     19.25      0.00    339.86    339.86   -138.31
        30     19.95      0.00    339.86    339.86   -153.90
        31     20.65      0.00    339.86    339.86   -169.99
        32     21.35      0.00    339.86    339.86   -186.61
        33     22.05      0.00    339.86    339.86   -203.77
        34     22.75      0.00    339.86    339.86   -221.50
        35     23.45      0.00    339.86    339.86   -239.80
        36     24.15      0.00    339.86    339.86   -258.69
        37     24.85      0.00    339.86    339.86   -278.20
        38     25.55      0.00    339.86    339.86   -298.35
        39     26.25      0.00    339.86    339.86   -319.16
