           Initial parcel potential temperature at   0.35km is:  300.52    K
        Initial parcel water vapor mixing ratio at   0.35km is:     9.3 g/kg
   LFC falls between   2.45 km and   3.15   km
    EL falls between   7.35 km and   8.05   km
 CAPE is    327.8058     J/kg
         k        ht       rvP       thP      thvP  thv_diff
                [km]   [kg/kg]       [K]       [K]       [K]
         2      0.35      9.30    300.52    302.22     -1.03
         3      1.05      9.30    300.52    302.22     -2.14
         4      1.75      8.87    301.67    303.30     -2.46
         5      2.45      7.51    305.37    306.77     -0.59
         6      3.15      6.30    308.77    309.95      0.85
         7      3.85      5.16    312.05    313.04      2.06
         8      4.55      4.10    315.15    315.94      2.72
         9      5.25      3.16    318.00    318.61      2.97
        10      5.95      2.34    320.54    321.00      2.85
        11      6.65      1.66    322.72    323.05      2.32
        12      7.35      1.12    324.50    324.72      1.34
        13      8.05      0.71    325.87    326.01     -0.09
        14      8.75      0.43    326.86    326.94     -2.03
        15      9.45      0.24    327.52    327.57     -4.33
        16     10.15      0.13    327.94    327.96     -6.92
        17     10.85      0.06    328.18    328.19     -9.72
        18     11.55      0.03    328.31    328.32    -12.67
        19     12.25      0.01    328.38    328.38    -18.57
        20     12.95      0.01    328.41    328.41    -29.85
        21     13.65      0.00    328.43    328.43    -41.51
        22     14.35      0.00    328.43    328.43    -53.57
        23     15.05      0.00    328.44    328.44    -66.02
        24     15.75      0.00    328.44    328.44    -78.87
        25     16.45      0.00    328.44    328.44    -92.15
        26     17.15      0.00    328.44    328.44   -105.86
        27     17.85      0.00    328.44    328.44   -120.02
        28     18.55      0.00    328.44    328.44   -134.64
        29     19.25      0.00    328.44    328.44   -149.73
        30     19.95      0.00    328.44    328.44   -165.32
        31     20.65      0.00    328.44    328.44   -181.42
        32     21.35      0.00    328.44    328.44   -198.04
        33     22.05      0.00    328.44    328.44   -215.20
        34     22.75      0.00    328.44    328.44   -232.92
        35     23.45      0.00    328.44    328.44   -251.22
        36     24.15      0.00    328.44    328.44   -270.12
        37     24.85      0.00    328.44    328.44   -289.63
        38     25.55      0.00    328.44    328.44   -309.78
        39     26.25      0.00    328.44    328.44   -330.58
