           Initial parcel potential temperature at   0.35km is:  300.52    K
        Initial parcel water vapor mixing ratio at   0.35km is:    12.6 g/kg
   LFC falls between   1.05 km and   1.75   km
    EL falls between  10.15 km and  10.85   km
 CAPE is    1773.367     J/kg
         k        ht       rvP       thP      thvP  thv_diff
                [km]   [kg/kg]       [K]       [K]       [K]
         2      0.35     12.60    300.52    302.83     -0.43
         3      1.05     12.36    301.14    303.41     -0.95
         4      1.75     10.83    305.23    307.25      1.48
         5      2.45      9.44    309.01    310.79      3.43
         6      3.15      8.09    312.79    314.33      5.23
         7      3.85      6.81    316.48    317.80      6.83
         8      4.55      5.60    320.05    321.14      7.92
         9      5.25      4.48    323.43    324.32      8.67
        10      5.95      3.47    326.57    327.26      9.11
        11      6.65      2.58    329.39    329.91      9.18
        12      7.35      1.84    331.84    332.21      8.83
        13      8.05      1.24    333.85    334.10      8.00
        14      8.75      0.79    335.42    335.58      6.60
        15      9.45      0.47    336.55    336.65      4.75
        16     10.15      0.26    337.31    337.37      2.49
        17     10.85      0.14    337.79    337.82     -0.09
        18     11.55      0.07    338.06    338.08     -2.92
        19     12.25      0.03    338.21    338.22     -8.73
        20     12.95      0.01    338.29    338.29    -19.97
        21     13.65      0.01    338.32    338.32    -31.62
        22     14.35      0.00    338.34    338.34    -43.66
        23     15.05      0.00    338.34    338.35    -56.11
        24     15.75      0.00    338.35    338.35    -68.96
        25     16.45      0.00    338.35    338.35    -82.24
        26     17.15      0.00    338.35    338.35    -95.95
        27     17.85      0.00    338.35    338.35   -110.11
        28     18.55      0.00    338.35    338.35   -124.73
        29     19.25      0.00    338.35    338.35   -139.82
        30     19.95      0.00    338.35    338.35   -155.41
        31     20.65      0.00    338.35    338.35   -171.51
        32     21.35      0.00    338.35    338.35   -188.13
        33     22.05      0.00    338.35    338.35   -205.29
        34     22.75      0.00    338.35    338.35   -223.01
        35     23.45      0.00    338.35    338.35   -241.31
        36     24.15      0.00    338.35    338.35   -260.21
        37     24.85      0.00    338.35    338.35   -279.72
        38     25.55      0.00    338.35    338.35   -299.86
        39     26.25      0.00    338.35    338.35   -320.67
