           Initial parcel potential temperature at   0.35km is:  300.52    K
        Initial parcel water vapor mixing ratio at   0.35km is:     9.4 g/kg
   LFC falls between   2.45 km and   3.15   km
    EL falls between   8.05 km and   8.75   km
 CAPE is    359.2253     J/kg
         k        ht       rvP       thP      thvP  thv_diff
                [km]   [kg/kg]       [K]       [K]       [K]
         2      0.35      9.40    300.52    302.24     -1.01
         3      1.05      9.40    300.52    302.24     -2.12
         4      1.75      8.93    301.78    303.42     -2.34
         5      2.45      7.57    305.49    306.90     -0.47
         6      3.15      6.35    308.90    310.09      0.99
         7      3.85      5.20    312.20    313.19      2.22
         8      4.55      4.15    315.31    316.11      2.88
         9      5.25      3.20    318.17    318.80      3.15
        10      5.95      2.37    320.74    321.20      3.05
        11      6.65      1.68    322.93    323.27      2.53
        12      7.35      1.14    324.73    324.96      1.58
        13      8.05      0.72    326.12    326.27      0.16
        14      8.75      0.43    327.13    327.21     -1.76
        15      9.45      0.25    327.80    327.85     -4.05
        16     10.15      0.13    328.22    328.25     -6.63
        17     10.85      0.07    328.47    328.48     -9.43
        18     11.55      0.03    328.61    328.61    -12.38
        19     12.25      0.01    328.68    328.68    -18.27
        20     12.95      0.01    328.71    328.71    -29.55
        21     13.65      0.00    328.72    328.73    -41.22
        22     14.35      0.00    328.73    328.73    -53.27
        23     15.05      0.00    328.73    328.73    -65.72
        24     15.75      0.00    328.73    328.73    -78.58
        25     16.45      0.00    328.74    328.74    -91.85
        26     17.15      0.00    328.74    328.74   -105.56
        27     17.85      0.00    328.74    328.74   -119.72
        28     18.55      0.00    328.74    328.74   -134.34
        29     19.25      0.00    328.74    328.74   -149.44
        30     19.95      0.00    328.74    328.74   -165.02
        31     20.65      0.00    328.74    328.74   -181.12
        32     21.35      0.00    328.74    328.74   -197.74
        33     22.05      0.00    328.74    328.74   -214.90
        34     22.75      0.00    328.74    328.74   -232.62
        35     23.45      0.00    328.74    328.74   -250.92
        36     24.15      0.00    328.74    328.74   -269.82
        37     24.85      0.00    328.74    328.74   -289.33
        38     25.55      0.00    328.74    328.74   -309.48
        39     26.25      0.00    328.74    328.74   -330.28
